2001	Information 	Unknown 	2022-01-30 14:22:43 	Connection established successfully with database 
2002	Information 	Unknown 	2022-02-01 11:33:32 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 11:42:51 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 11:42:51 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 11:42:51 	The 'SELECT * FROM videos WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 11:42:51 	The 'DELETE FROM videos WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-01 11:42:51 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 11:42:51 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 11:42:51 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 11:42:51 	The 'SELECT * FROM videos' query executed successfully 
2002	Information 	Unknown 	2022-02-01 11:42:51 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 11:43:50 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 11:43:50 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 11:43:50 	The 'SELECT * FROM videos WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 11:43:50 	The 'DELETE FROM videos WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-01 11:43:50 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 11:43:50 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 11:43:50 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 11:43:50 	The 'SELECT * FROM videos' query executed successfully 
2002	Information 	Unknown 	2022-02-01 11:43:50 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 11:44:03 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 11:44:03 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 11:44:03 	The 'SELECT * FROM levels' query executed successfully 
2002	Information 	Unknown 	2022-02-01 11:44:03 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 11:44:16 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 11:44:16 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 11:44:16 	The 'SELECT * FROM videos' query executed successfully 
2003	Information 	Unknown 	2022-02-01 11:44:16 	The 'SELECT * FROM videos ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-02-01 11:44:16 	The 'SELECT * FROM videos' query executed successfully 
2003	Information 	Unknown 	2022-02-01 11:44:16 	The 'INSERT INTO videos (id, url, level, image, caption, counter) VALUES (?,?,?,?,?,?)' query executed successfully 
2002	Information 	Unknown 	2022-02-01 11:44:16 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 11:44:16 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 11:44:16 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 11:44:16 	The 'SELECT * FROM videos' query executed successfully 
2002	Information 	Unknown 	2022-02-01 11:44:16 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 14:01:14 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 14:01:14 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 14:01:14 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 14:01:14 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 14:01:14 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 14:01:14 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 14:01:14 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-01 14:01:14 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 14:01:14 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 14:01:14 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 14:01:14 	The 'SELECT * FROM videos' query executed successfully 
2002	Information 	Unknown 	2022-02-01 14:01:14 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 14:01:20 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 14:01:20 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 14:01:20 	The 'SELECT * FROM videos WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 14:01:20 	The 'DELETE FROM videos WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-01 14:01:20 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 14:01:20 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 14:01:20 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 14:01:20 	The 'SELECT * FROM videos' query executed successfully 
2002	Information 	Unknown 	2022-02-01 14:01:20 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 14:01:29 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 14:01:29 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 14:01:29 	The 'SELECT * FROM videos WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 14:01:29 	The 'DELETE FROM videos WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-01 14:01:29 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 14:01:29 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 14:01:29 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 14:01:29 	The 'SELECT * FROM videos' query executed successfully 
2002	Information 	Unknown 	2022-02-01 14:01:29 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 14:15:07 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 14:15:07 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 14:15:07 	The 'SELECT * FROM videos' query executed successfully 
2002	Information 	Unknown 	2022-02-01 14:15:07 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 14:15:13 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 14:15:13 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 14:15:13 	The 'SELECT * FROM videos' query executed successfully 
2002	Information 	Unknown 	2022-02-01 14:15:13 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 14:24:05 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 14:24:05 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 14:24:05 	The 'SELECT * FROM videos' query executed successfully 
2002	Information 	Unknown 	2022-02-01 14:24:05 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 14:24:06 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 14:24:06 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 14:24:06 	The 'SELECT * FROM videos' query executed successfully 
2002	Information 	Unknown 	2022-02-01 14:24:06 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 14:24:07 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 14:24:07 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2001	Information 	Unknown 	2022-02-01 14:24:11 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 14:24:11 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 14:24:11 	The 'SELECT * FROM videos' query executed successfully 
2002	Information 	Unknown 	2022-02-01 14:24:11 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-01 14:45:58 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-01 14:45:58 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-01 14:45:58 	The 'SELECT * FROM documents' query executed successfully 
2002	Information 	Unknown 	2022-02-01 14:45:58 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 08:12:20 	Connection established successfully with database 
2001	Information 	Unknown 	2022-02-02 08:12:26 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 08:12:26 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 08:12:26 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 08:12:26 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 08:12:26 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 08:12:26 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 08:12:26 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-02 08:12:26 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 08:12:26 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 08:12:26 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 08:12:26 	The 'SELECT * FROM videos' query executed successfully 
2002	Information 	Unknown 	2022-02-02 08:12:26 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 08:12:29 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 08:12:29 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 08:12:29 	The 'SELECT * FROM documents' query executed successfully 
2002	Information 	Unknown 	2022-02-02 08:12:29 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 08:22:59 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 08:22:59 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 08:22:59 	The 'SELECT * FROM levels' query executed successfully 
2002	Information 	Unknown 	2022-02-02 08:22:59 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 09:47:58 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 09:47:58 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:47:58 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:47:58 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:47:58 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:47:58 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:47:58 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-02 09:47:58 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 09:47:58 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 09:47:58 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:47:58 	The 'SELECT * FROM videos' query executed successfully 
2002	Information 	Unknown 	2022-02-02 09:47:58 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 09:48:00 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 09:48:00 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:48:00 	The 'SELECT * FROM documents' query executed successfully 
2002	Information 	Unknown 	2022-02-02 09:48:00 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 09:48:04 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 09:48:04 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:48:04 	The 'SELECT * FROM levels' query executed successfully 
2002	Information 	Unknown 	2022-02-02 09:48:04 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 09:48:23 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 09:48:23 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:48:23 	The 'SELECT * FROM documents' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:48:23 	The 'SELECT * FROM videos ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:48:23 	The 'SELECT * FROM documents' query executed successfully 
2002	Information 	Unknown 	2022-02-02 09:48:23 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 09:48:23 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 09:48:23 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:48:23 	The 'SELECT * FROM levels' query executed successfully 
2002	Information 	Unknown 	2022-02-02 09:48:23 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 09:50:40 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 09:50:41 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:50:41 	The 'SELECT * FROM documents' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:50:41 	The 'SELECT * FROM videos ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:50:41 	The 'SELECT * FROM documents' query executed successfully 
2001	Information 	Unknown 	2022-02-02 09:58:18 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 09:58:18 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:58:18 	The 'SELECT * FROM levels' query executed successfully 
2002	Information 	Unknown 	2022-02-02 09:58:18 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 09:59:32 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 09:59:32 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:59:32 	The 'SELECT * FROM documents' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:59:32 	The 'SELECT * FROM videos ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:59:32 	The 'SELECT * FROM documents' query executed successfully 
2002	Information 	Unknown 	2022-02-02 09:59:32 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 09:59:32 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 09:59:32 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 09:59:32 	The 'SELECT * FROM levels' query executed successfully 
2002	Information 	Unknown 	2022-02-02 09:59:32 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 10:00:30 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 10:00:30 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:00:30 	The 'SELECT * FROM documents' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:00:30 	The 'SELECT * FROM videos ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:00:30 	The 'SELECT * FROM documents' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:00:30 	The 'INSERT INTO documents (id, title, par, url, level) VALUES (?,?,?,?,?)' query executed successfully 
2002	Information 	Unknown 	2022-02-02 10:00:30 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 10:00:30 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 10:00:30 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:00:30 	The 'SELECT * FROM documents' query executed successfully 
2002	Information 	Unknown 	2022-02-02 10:00:30 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 10:02:50 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 10:02:50 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:02:50 	The 'SELECT * FROM levels' query executed successfully 
2002	Information 	Unknown 	2022-02-02 10:02:50 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 10:03:02 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 10:03:02 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:03:02 	The 'SELECT * FROM documents' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:03:02 	The 'SELECT * FROM videos ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:03:02 	The 'SELECT * FROM documents' query executed successfully 
2002	Information 	Unknown 	2022-02-02 10:03:02 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 10:03:02 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 10:03:02 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:03:02 	The 'SELECT * FROM levels' query executed successfully 
2002	Information 	Unknown 	2022-02-02 10:03:02 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 10:03:33 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 10:03:33 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:03:33 	The 'SELECT * FROM documents' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:03:33 	The 'SELECT * FROM videos ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:03:33 	The 'SELECT * FROM documents' query executed successfully 
4003	Error 	Unknown 	2022-02-02 10:03:33 	Unable to process query (check your params) -  Duplicate entry '6' for key 'id'
4004	Error 	Unknown 	2022-02-02 10:03:33 	Unable to process query (check your params) - Duplicate entry '6' for key 'id'
2001	Information 	Unknown 	2022-02-02 10:26:25 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 10:26:25 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:26:25 	The 'SELECT * FROM levels' query executed successfully 
2002	Information 	Unknown 	2022-02-02 10:26:25 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 10:26:34 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 10:26:34 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:26:34 	The 'SELECT * FROM documents' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:26:34 	The 'SELECT * FROM videos ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:26:34 	The 'SELECT * FROM documents' query executed successfully 
4003	Error 	Unknown 	2022-02-02 10:26:34 	Unable to process query (check your params) -  Duplicate entry '6' for key 'id'
4004	Error 	Unknown 	2022-02-02 10:26:34 	Unable to process query (check your params) - Duplicate entry '6' for key 'id'
2001	Information 	Unknown 	2022-02-02 10:26:43 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 10:26:43 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:26:43 	The 'SELECT * FROM levels' query executed successfully 
2002	Information 	Unknown 	2022-02-02 10:26:43 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 10:27:23 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 10:27:23 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:27:23 	The 'SELECT * FROM documents' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:27:23 	The 'SELECT * FROM documents ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:27:23 	The 'SELECT * FROM documents' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:27:23 	The 'INSERT INTO documents (id, title, par, url, level) VALUES (?,?,?,?,?)' query executed successfully 
2002	Information 	Unknown 	2022-02-02 10:27:23 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 10:27:23 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 10:27:23 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:27:23 	The 'SELECT * FROM documents' query executed successfully 
2002	Information 	Unknown 	2022-02-02 10:27:23 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 10:39:46 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 10:39:46 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:39:46 	The 'SELECT * FROM documents WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 10:39:46 	The 'SELECT * FROM levels' query executed successfully 
2002	Information 	Unknown 	2022-02-02 10:39:46 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 11:04:04 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 11:04:04 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:04:04 	The 'SELECT * FROM documents' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:04:04 	The 'UPDATE documents SET title = ?, level = ?, par = ? WHERE id = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-02 11:04:04 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 11:04:04 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 11:04:04 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:04:04 	The 'SELECT * FROM documents' query executed successfully 
2002	Information 	Unknown 	2022-02-02 11:04:04 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 11:04:08 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 11:04:08 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:04:08 	The 'SELECT * FROM documents WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:04:08 	The 'SELECT * FROM levels' query executed successfully 
2002	Information 	Unknown 	2022-02-02 11:04:08 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 11:04:11 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 11:04:11 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:04:11 	The 'SELECT * FROM documents' query executed successfully 
2002	Information 	Unknown 	2022-02-02 11:04:11 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 11:04:11 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 11:04:11 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:04:11 	The 'SELECT * FROM documents WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:04:11 	The 'SELECT * FROM levels' query executed successfully 
2002	Information 	Unknown 	2022-02-02 11:04:11 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 11:04:18 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 11:04:18 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:04:18 	The 'SELECT * FROM documents WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:04:18 	The 'SELECT * FROM levels' query executed successfully 
2002	Information 	Unknown 	2022-02-02 11:04:18 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 11:04:19 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 11:04:19 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:04:19 	The 'SELECT * FROM documents' query executed successfully 
2002	Information 	Unknown 	2022-02-02 11:04:19 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 11:04:24 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 11:04:24 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:04:24 	The 'SELECT * FROM documents WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:04:24 	The 'SELECT * FROM levels' query executed successfully 
2002	Information 	Unknown 	2022-02-02 11:04:24 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 11:04:27 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 11:04:27 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:04:27 	The 'SELECT * FROM documents' query executed successfully 
2002	Information 	Unknown 	2022-02-02 11:04:27 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 11:35:43 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 11:35:43 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:35:43 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:35:43 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:35:43 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:35:43 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:35:43 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-02-02 11:35:43 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 11:35:43 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 11:35:43 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:35:43 	The 'SELECT * FROM videos' query executed successfully 
2002	Information 	Unknown 	2022-02-02 11:35:43 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 11:35:49 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 11:35:49 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-02-02 11:35:49 	The 'SELECT * FROM documents' query executed successfully 
2002	Information 	Unknown 	2022-02-02 11:35:49 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-02-02 11:35:54 	Connection established successfully with database 
2003	Information 	Unknown 	2022-02-02 11:35:54 	The 'SELECT id, type, level FROM users WHERE user = ?' query executed successfully 
